comment,cluster
"Excelente produto ,loja e entrega ",1
"Recebi o produto dentro do prazo e é o que eu esperava, recomendo",3
"A caixa do produto, a que fica por dentro da embalagem do correio veio toda danificada, rasgada. Nem parece que realmente é um produto licenciamento pelo time pq estava bem feia a coisa. ",2
SUPER RECOMENDO!,1
Até aqui tenho comprado e tenho sido nemm atendida nada a reclamar,0
Não ficará só nesta vez fui MT bem atendido e mercadoria antes do prazo estão de parabéns ,1
"Produto correto, entregue dentro do prazo e muito bem embalado !! ",3
Recomendo,1
PRODUTO CONFORME O EXPOSTO NO SIE E ENTREGUE DENTRO DO PRAZO ESTABELECIDO. OBRIGADO.,3
Muito Bom,1
"O produto chegou de forma correta, embora o Correios da minha cidade não tenha um bom serviço, a compra feita no site foi sem problema algum.
O produto chegou em bom estado e é melhor que esperado.",1
Um ótimo produto gostei muito,1
Caro e de péssima qualidade.,2
Vcs estao de parabens pelo excelente atendimento!,1
"Eu fiz um pedido de dois itens, 1 shampoo da L?Oréal e um Condicionador Joico, só recebi o condicionador. Quando receberei o shampoo? Obrigada! Adriana ",0
Entregue em em boa embalagem e dentro do prazo!,3
Ótimo. Parabéns,1
"O produto não foi entregue na minha casa, e sim num posto dos Correios.
Eu não consegui retirá-lo em tempo hábil. E não consigo falar com atendente.Qual será o procedimento? ",4
Estão de parabéns!!,1
"HOJE JÁ É 29/03/ A ENTREGA ESTAVA MARCADA PARA O DIA 27/03, E NÃO HOUVE NENHUM TIPO DE FEEDBACK POR PARTE EMPRESA SOBRE O ATRASO.",4
Produto veio quebrado,2
AINDA NÃO RECEBÍ O PRODUTO REFERENTE A ESTE PEDIDO. 02-663687823. COMO DEVO PROCEDER? TENHO ENCONTRADO MUITA DIFICULDADE EM FAZER O ACOMPANHAMENTO. A DATA CORRETA DO PEDIDO É 16MAR2018. RESPONDA.,4
Muito bom,1
Gostei.,1
:),1
"Não posso avaliar pois não recebi o produto. Estou MT chateada, nunca tinha acontecido isso c uma compra no site da lannister. No site diz que produto foi entregue em Cascavel - PR. Eu moro no RJ ",4
"Produto bom e entrega satisfatória.

",1
"Produto entregue no prazo, como foi pedido.Gostei.",3
Entrega rápida e produto satisfatório.,3
Gostei muito bom,1
Perfeito e entregue bem antes do prazo!! Super recomendo,3
"apesar da confusão com a entrega, produto foi entregue. Agradeço",1
Recebi bem antes do prazo. Produto lindo !!!!,3
mercadoria super atrasada e nem satisfação,1
Entrega ótima ,1
"BOA ENTREGA, MAS CHEGOU UM POUCO FORA DO PRAZO.",1
Parabéns tudo maravilhoso ,1
pedido veio incompleto e não me atenderam nem por telefone e nem por email.,0
Chegou no prazo é bem acondicionada! Ameeei! Combinou com a minha casa! Perfeito! Super Recomendo!,1
A tampa é bonita tudo como contratado.,1
"Eu tinha cancelada a compra, mas mesmo assim me entregaram",0
"Muito bom. Almofada muito confortável, perfeita pra quem sofreu algum machucado no coccix",2
Tudo como combinado.,1
"Chegou tudo certo,dentro do prazo.",3
Setup é chines não funciona corretamente.,1
Chegou antes do prazo e ainda veio um brinde,3
O produto veio com defeito na costura,2
"Recomendo 









",1
"Foi entregue antes do prazo, tudo ok, recomendo o produto. ",3
Muito bom eu recomendo. Entrega antes do prazo,3
Produto chegou antes do prazo. Muito bom!,3
Ainda não recebi o produto no rastreamento fala que eu mudei tô esperando entrar em contato para entender o que que aconteceu,4
Comprei há mais de um mês e não recebi o produto.,0
Tudo perfeito,1
"Bom dia,
Recebi o produto, porém ele veio com apoio de braço, o que eu não havia pedido, mas resolvi nao entrar nessa questão. Tenham cuidado na próxima vez",4
"Compro sempre nas lojas lannister, porque além dos preços dos produtos serem mais baratos quê nas outras lojas, à entrega é super rápida... Eles dão um prazo de quase um mês... E chega em 3 dias. ",0
"Comprei dois unidades do produto, no entanto na embalagem que foi entregue no meu endereço só tem apenas um e na nota fiscal confirma que foi pago 2 como solicitado e efetuado no pedido, quero a soluc",4
Produto chegou antes do prazo,3
"O produto ficou 10 dias com status de aprovação de pagamento, enviei email duas vezes e não obtive resposta, tive que ligar no SAC para poderem entrar em contato com o vendedor para verem o pq?",4
Produto entregue dentro do prazo.,3
Meu produto não foi entregue.,0
"Eu não recebi o produto, daí a avaliação será negativa, invariavelmente.
Insisto na entrega do Pedido 02-663013657, de 03/03/2018",0
Recebi o porta controles com o mdf danificado,1
recomendo ok,1
Como sempre ótimos!!,1
"Squeeze sensacional! Mantém a temperatura por muito tempo. Além de bonito, tem um acabamento impecável! Recomendo.",1
Foi tudo como combinado.,1
Muito bom o produto. ,1
Muito boa chegou antes do esperado!,3
"Produto chegou como combinado, dentro do prazo e bem protegido. Recomendo.",3
Parabéns pelo atendimento!,1
"Recebi o produto todo amassado com marcas de uso já começando a enferrujar, não recomendo, muito mal embalado, caixa veio rasgada e amassada prejudicando o produto.",2
"Adorei!!!! Super bem acabada, versátil, pequena.... Comprei de presente para meu esposo, ele amou! Fora a entrega que foi super rápida. ",1
"Muito bom e rápido
",1
"produto de qualidade, entrega rápida.",3
"O produto foi entregue muito antes do prazo, em ótimo estado de conservação ",3
"Adorei minha cortina, um material bem bom, veio em perfeito estado. Cor e modelo corretíssimo.Recomendo.",1
Ate a presente data não recebi a mercadoria.,4
Como das outras compras não tive problemas.,0
"Estante chegou muito bem embalada e no prazo. Mercadoria conforme anuncio. 
Gostei",3
OTIMO,1
compra feita 04/08 para ser entregue em 5 dias uteis apos pagamento que foi aprovado no momento da compra. em 16/08 ainda nao recebi.,4
"Sempre entregam no prazo, sem avarias, sem estresses, muito bom, obrigado.",3
Excelente! Recomendo,1
Espero solução porque não recebi os 2 lençóis de Percal200 fios,0
"gostei muito do meu pedido o aparelho de ouvido falta o meu telefone., estou aguardando, este pedido que chegou foi feito por ultimo. Obrigada! aguardo o outro.",0
"Olá, a loja me entregou o fone em um tempo muito rápido dentro de 6 dias, ótimo fone lindo acabamento super satisfeito com a compra e com a loja ",1
Ótima loja,1
Gostei muito fiwuei sagisfeita,1
Gostei e entregou rapidinho,1
Entrega muito rapida,1
Produto entregue dentro do prazo. ,3
"muito satisfeito especificamente com essa compra, entrega feita rapidamente.",1
Tudo certo com o produto comprado,1
"Entrega muito antes do prazo determinado.
",3
Até agora não recebi o produto comprado. ,4
Muito bom o produto,1
"Pedi em24/07/2018, A previsão era até o dia 24.08.18 e recebi 27.08.18 muito rápido adorei .",3
"Não tenho como recomendar a loja, pois ainda não recebi o produto.",0
"Jogo de cama cetim, excelente preço, várias opções de cores, muito lindo",2
Ótima compra,1
Só achei q deveria vir com cada peça em uma embalagem separada para facilitar a montagem já q não vem manual..é um verdadeiro quebra cabeça! Fora isso o produto é bom!,2
Produto lindo e de ótima qualidade.,1
Cumpriu tudo que foi acordadeo.,1
"Houve pequeno mal entendimento devido a cortina ser anunciada como 2,80 X 1,80 e na realidade são duas de 1,40 X 1,80... no mais, tudo ok... ",2
Fácil de montar e muito confortável ,2
comprei 2 cartucos e so veio um,2
TUDO PERFEITO!!!,1
Produto que não passou pelo Controle de Qualidade.,0
Produto entregue com rapidez. Site mostrou previsão de entrega de quase um mês e o produto chegou em 1 semana.,0
curti,1
Meu produto não foi entregue até hoje,0
"A cor é muito diferente da foto.
É uma ótima mala pequena.",2
 O que eu tenho de dizer ...vcs estão de Parabéns!! Muito Obrigado !!! ,1
paguei e já venceu a data de entrega e ainda não recebi.,0
Recebi bem antes do prazo. ,3
"ainda não usei, mas chegou tudo certo",1
Produto como descrito e entregue antes do prazo.,3
FALTA DE QUALIDADE NO PROCESSO DE SEPARAÇÃO E ENVIO DO PRODUTO. ENVIARAM PRODUTO DE CLIENTE DA lannister.COM PARA MEU ENDEREÇO E O MEU PEDIDO FOI ENVIADO AO ENDEREÇO DA CLIENTE DA lannister.,0
Comprei 2 tapete grandes e eles vieram dobrados. Junto veio uma carta pedindo desculpas porque os correios não aceitam embalagens com mais de 1 metro. Penso que deveria ter vindo por transportadora. ,2
"Já realizei outras compras por este site, só que desta vez não fiquei muito satisfeita com o prazo de entrega,muito demorado.
Boa tarde",0
"Muito decepcionada, fui cobrada pelo cartão de credito e não recebi meu produto pq não chegou na distribuidora da minha região conforme fui informada por e mail.E sem solução",4
Comprei 3 e so recebi 1,0
Tudo transcorreu sem maiores problemas ,2
"Chegou antes do prazo estipulado! 
Super recomendo, o relógio é ótimo era para presente de dia dos pais meu esposo adorou! Além de leve é mais bonito que na foto 😊 ",1
Produto de ótima qualidade e entrega super rápida. ,1
"Eu comprei um kit de 4 pneus e só veio 2 pneus.Eu quero saber o que vai ser? vocês vão me mandar o restante dos pneus, ou vão devolver meu dinheiro? 
Eu já tinha mandado um email, mas não me responde",4
No geral ocorreu tudo bem! ,1
"entrega super rápida
",1
Sempre comprei nas lannister nunca havia tido problemas na montagem..so que desta vez veio faltando parafusos e porcas para a montagem do meu armario de aço. Fiquei insatisfeita com essa compra.,2
"As vezes encontro problemas com os parceiros do stark que prometem uma data de entrega e não cumprem, mas nesse caso a targaryen está de parabéns. Recebi a encomenda antes do prazo prometido. ",0
Chegou no prazo. Produto de acordo com o valor.,1
Produto entregue se problemas obrigado ,1
a entrega foi rapida dentro do prazo estipulado,3
Lindo ,1
Pessima loja. Vendem recebem e não entregam. ,0
Entregue no prazo!,3
produto com tecido de ma qualidade...a cor azul era mais cara e nao tem qualidade...tecido mole e nao fica arrumado,2
A boneca é linda !! vou comprar outra pra minha criança e ficar com essa pra mim kkkk,2
Gostaria de um retorno o quanto antes da situação da compra. Obrigada ,0
O produto chegou antes do prazo previsto.,3
Produto excelente e de ótima qualidade. Adorei.,1
Produto muito bom e bonito satisfeita !!!,1
"Perfeito... entrega antes do previsão 
Produto otimoo",3
"O PRODUTO SO PODE SER EXPOSTO PARA VENDA QUANDO TEM EM ESTOQUE, E NÃO VENDER UM E ENTREGAR OUTRO.
COMPREI UM PRODUTO DE 220V E VEIO UM DE 127V , ISSO E PROPAGANDA ENGANOSA.
QUERO MEU DINHEIRO DE VOL",0
"Adorei chegou tudo direitinho, E antes do dia previsto da entrega. ",3
Bom relogio!,1
BOA,1
Comprei uma cuba mas gostaria de trocar pois me iquivoquei com o tamanho,2
Fiquei muito insatisfeito com o produto comprado. A torneira entregue não é a comprada e a cuba ao invés de ser de porcelana é na verdade pintada. Quero devolução do produto.,0
Paguei o frete mas tive que buscar nós Correios. Insatisfeita.,2
"Produto entregue antes do prazo , nota 10
",3
"Lindo , super macio e bem leve,e antiderrapante ... ainda nao lavei , parece ser bem fácil pra lavar ",1
"Tudo 100% desde o Pedido até a Entrega e a Qualidade, Satisfeito,
RECOMENDO...",1
"ainda não entregaram meu produto, apenas o outros que avia comprado junto, mas o cabo HDMI NÃO foi entregue",0
"Vou devolver o produto, pois veio numa caixa, sem especificação nenhuma, e não foi esse o produto que eu comprei. tel 11 994341846",0
Produto muito bom e barato,1
Ótimo produto.,1
recebi td certinho.,1
O pedido consta de 1 cartucho preto 60xL e outro colorido 60XL. O colorido nào chegou.O pagamento foi feito integral e ja consta fa fatura de meu cartao de credito.,0
Perfeito em todos os quesitos,1
"o produto chegou, sem defeito e bem embalado;de acordo com o meu pedido",1
precisa ter a descrição do tipo da lampada no anuncio. é 12v 50w filamento que esquenta,2
ótimo produto,1
"Exatamente o que eu estava procurando, deu certinho",1
"Peço verificar junto a empresa e transportadora, pois até o momento meu pedido não foi entregue.
Contando com o apoio dos senhores.
",0
Muito ruim a loja. Nenhum retorno.,0
"a loja eu recomendo, o que nao recomendo e compras no lannister.com, pessimo atendimento para devoluções e trocas, naõ tem atendimento online, pelo telefone so te enrolam e nao atendem, por email nao",0
Muito pequeno,2
Chegou no prazo..gostei do produto...recomendo.,3
Entrega rápida.,1
"O transformador chegou direitinho, porem achei pesado demais, e o pino da tomada e muito grosso. Mas atende nas minhas necessidades.",1
"Gostei a entrega foi super rápida, só faltou um manual em português que explique como funciona.TIVE QUE VER YOUTUBE COMO FUNCIONA. A qualidade da imagem não é muito boa mais cumpri com o que promete",2
"Embora o produto tenha sido entregue no prazo, mais demorou quase 1 mês para chegar!!
O prazo foi muito alto!!",0
Não recebi minha compra dentro do prazo. Estou aguardando mas parece que a única solução dada pelo site é cancelar o pedido (o que não vai acontecer). Preciso do produto! Aguardo retorno,4
"Mochila bonita, forte, com bastante espaço..recomendo..",1
Me mandaram um o relógio que não funciona.. Vou acionar a justiça de novo.. ,2
"Ótimo, excelente produto recomendo a todos ",1
"Ótimo produto, de acordo com o ofertado!",1
"Entregue no prazo , sem problemas",3
O prazo de entrega do meu produto era dia 19/12 e até agora ele consta apenas como encaminhado para Brasilia. ,4
Empresa de qualidade entregou correto é dentro do prazo.,3
"Meu pedido veio errado, ao invés da capa mais película para o modelo Xiaomi Redmi 4x, vieram esses itens para o modelo Note 4. ",2
"Entregou rápido,produto parece bom, só não sei se é original!!!",2
"Super recomendo comprar nas lannister, todas as minhas compras chegam no prazo correto, quando não chegam antes 👏🏻👏🏻👏🏻",3
"Loja rápida na entrega, indico!",1
Pertfeito,1
"Produto entregue antes da data, funcionando tudo direitinho! Recomendo!!",3
Elogiável,1
"Recebí o produto apesar de ter feito o cancelamento tanto por e-mail quanto pelo site das lannister.com. 
Fiz o cancelamento antes da nota fiscal ser emitida mas não tive sucesso nem retorno.",4
chegou tudo certinho,1
Comprei o falcon e recebi o homem formiga. ,0
"Só teve problemas com os correios que fizeram 5 tentativas para entregar a mercadoria , mas fora isso , todo o resto foi bom !!!",4
O produto chegou no prazo,3
"Cancelou o meu pedido sem eu mesma saber.
Estava ansiosa para chegar produto e o mesmo foi cancelado ela loja.",0
"A LOJA ESTA DE PARABÉNS,ENTREGOU NO PRAZO MEU FILHO AMOU,QUERO COMPRAR OUTRA EM BREVE.",1
Produto de excelente qualidade ,1
chegou antes do prazo,3
"lancheira com cor diferente da mochila. E após contato com o vendedor, o mesmo informou que não havia a cor em estoque para a troca. E culpou o site por não permitir mudar a foto e a descrição. ",0
"Fiz a compra do mesmo dia 21/06, com prazo para até 11/07, foi entregue dia 27/06 devidamente empacotado e em perfeitas condições.

stark como sempre Bomdimais!",0
Super Recomendo..Um encanto :-),1
"Gosto da loja, porém me decepcionei com o produto. Qualidade inferior do que aparenta ser na foto. Inclusive gostaria de saber o procedimento para troca!
",2
Produto de baixa qualidade x preco x descrição do produto,1
Bom,1
"Fiz a compra e chegou apenas o filtro , já o difusor estou esperando até agora pra ver quando vai chegar",0
Produto não chegou no prazo e não tive retorno do vendedor,0
não recebi minha mercadoria. como faco,0
"Adorei o óculos, muito satisfeito com o preço que paguei!! <3",2
Solicitei a devolução e até agora não entraram em contato,4
Produto de ótima qualidade e chegou antes do prazo previsto ,3
Produto entregue no prazo combinado..excelente qualidade,3
Não recebi a mercadoria que comprei . Recebi outro Produto.,0
"Otimo vendedor
",1
bom e rapido,1
"Olha o produto de QUALIDADE, foi entregue com dois dias, após a compra. Um DETALHE, o prazo da entrega seria de 12 DIAS...!!! De fato eu recomendo.",0
Já enviei email informando que está tendo problema sério na entrega do produto. Fui na agência dos Correios e eles me disseram que a responsabilidade é das lannister. Não chegou no destino.,4
"Na descrição do produto, para mim vim o controle remoto junto, porém o produto só é o fone e carregador.",2
"otimo produto, material muito bom, chegou antes do prazo, recomendo",3
Muito bom ,1
veio certinho.,1
produto bom e entrega antes do prazo estabelecido.,3
Produto não chegou ainda 30/12/17,3
Pedir na cor preta e veio na cor vermelha.,2
"Recebi o produto, ótima qualidade e entrega no prazo. Recomendo o fornecedor. 
Antonio Jair ",3
Chegou corretamente e em tempo recorde!!! Parabéns pelo trabalho.,1
Não recebi a mercadoria ainda!! Vou aguardar e depois pedir o ressarcimento.,0
"Só recebi o jogo de três lençóis , o outro produto não .",0
Adoro comprar nessa loja.. ,1
"Recebi a boneca com manchas no nariz e perna. Creio que seja do papel crepom que venho na caixa. Já abri Uma solicitação de atendimento, mas não obtive resposta.",0
"O produto é ótimo, o esperado. A loja super rápida sem enrolação para entregar. Gostei.",1
"Ele é maravilhoso, muito bonito, amei <3",1
"Chegou antes do prazo esperado, produto de qualidade, ótimo preço. Recomendo.",3
"Apesar de ter sido entregue pelo Correio, o produto chegou dentro do prazo e em perfeito estado. Recomendo muito.",1
"O produto veio faltando uma unidade, e ainda não consegui entrar em contato com ninguém para solucionar o problema. Gostaria de saber como vai ficar agora?...",4
Entrega super rápido e produto atende as necessidades de seu uso. Parabéns.,1
produto veio com defeito,2
"Tapetes de ótima qualidade, exatamente como esperava. Recomendo à todos.",1
Produto ótima qualidade super rápido a entrega,1
Produto de ótima qualidade. Recomendo,1
mto bonito,1
Linda !,1
"ATÉ HJ NAO RECEBI MEU PRODUTO E NAO SEI SE AINDA VAI CHEGAR,NOS EMAIL ENVIADOS NAO DESCREVE CLARAMENTE NADA",4
Fiquei muito satisfeito com o trabalho realizado pela empresa. ,1
"Ainda não usei o produto, mas a entrega gastou 17 dias para chegar! Ja comprei na lannister e chegou super rápido esse achei que demorou!",0
Comprei o produto e está com 5 dias de atraso na entrega e ninguém entra em contato para explicar. Eu não consigo contato com a loja.,4
"NAO RECEBI O PRODUTO E NEM O DINHEIRO DE VOLTA.
PRECISO DE UMA SOLUÇÃO URGENTE SE NÃO TEREI QUE IR AO PROCON",4
Chegou apenas um dos produtos que comprei. ,0
"Estou satisfeita com o serviço , rápido,bem embalado.E o produto é muito bom.",1
Super recomendo!,1
"Deu tudo certo. SE tiverem um preço bom e frete com certeza escolherei esta e-commerce, pois pesquiso muito antes de comprar.",2
"realizei a compra, e não entregara!!! estou cancelando e espero ser reembolsada.",0
No dia 6/8 recebi o produto. Como era diferente do tamanho solicitado e a qualidade abaixo da esperada solicitei o cancelamento. Até o momento não recebi nada a respeito do cancelamento.,4
Recomendo ,1
"Minha opinião seria se o cliente pede de 1/2 e só tem 3/4 não mande, há mas faz o mesmo efeito, mas o gasto com redução e maior e não fica bom. ",2
Ótimo produto,1
ok,1
Tudo dentro do esperado. ,1
Não recebi mercadoria,0
entrega muito rápido. o produto é ótomo,3
Produto bom. Chegou no prazo!,3
minha compra está muito atrasada,0
Faltou um produto. Não recebi o jogo de chaves. E o alicate é pequeno.,2
Ótimo produto - recomendo,1
Ótima loja para compra online pois fazem a entrega bem rápida,0
"Ainda não recebi este produto,",0
Produto enviado diferente do solicitado,0
"Sempre comprei no baratheon sempre recebi o produto correto apenas desta entrega veio errado, comprei caqui e recebi vermelha.",0
"bom serviço.
",1
Chegou rapido,1
Até agora não recebi meu produto ,4
So acho que deveria ser entregue todos juntos.,2
chegou bem antes do prazo estipulado.,3
Produto entregue antes do prazo!! Com qualidade ... e td perfeito!!,3
"Dei 3 Estrelas pois, Ainda não usei o produto mais em breve digo algo sobre isso!",0
"Minha compra foi entregue para outra pessoa.
Recebi uma peça que não comprei",0
"A targaryen para entrega de bijuterias e relógios foi perfeita, mas este papel não. ",0
As toalhas não são felpudas!!!!,0
Muito bom!,1
"Não tenho como opinar, pois o produto ainda não chegou. Já se passaram dois dias do prazo de entrega.",4
Recebi o produto na data marcada em perfeita condições.,3
Recebimento parcial dos produtos,0
adorei os produtos. me surpreendeu a entrega rápida e veio muito bem embalado. acabamento ótimo. fiquei muito satisfeita!,1
Muito bom super recomendo,1
Só podia manda os 2 em um volume só ,2
"Whey excelente, produto chegou perfeito e dentro do prazo.",3
comprei 2 cartuchos ORIGINAIS HP670XL PRETO conforme anunciado no site e entregaram 1 cartucho COMPATÍVEL. Reclamei por site e estou esperando retorno de e-mail. ,0
Bom relógio! Chegou antes da data prevista,3
Exelente atendimento e entrega antes do prazo. Eu recomendo!,3
"Produto chegou antes do previsto. 
Muito satisfeita. ",3
Produto ruim pelo preço cobrado.,2
Muito bom,1
 a targaryen apenas me entregou um dos produtos ficando o outro sem entrega ... o que está faltando é relogio feminino corrente dourada casual ... gostaria de saber o que está acontecendo e porque a Amer,0
Ótimo!,1
"excelente
",1
CONFORME TINHA MANDADO MENSAGEM ANTERIOR ESTOU MUITO INSATISFEITA COM O baratheon COMPREI O PRODUTO PRA DAR DE PRESENTE MEM NA DATA PREVISTA MIM ENTREGARAM AGUARDO RETORNO ,4
"O produto foi entregue dentro do prazo, mas um puco fora do padrão que a baratheon entrega.",3
Ainda não recebi,0
Top d+,1
Película do Fusor Lexmark E250 260 350 460 so chegou as peliculas falta a unidade de cilindro.,2
so não fiquei mais satisfeita porque tive que retirar nos correios,2
"excelente,recebi antes do prazo.",3
Continuo aguardando,0
O produto esta em processo de devolução e foi entregue no lugar errado para qualquer pessoa. Logo o processo de devolução será demorado.,0
comprei dois itens (um jogo de lençol e m matizador) - chegou apenas o jogo de lençol. Não recebi retorno sobre o acontecido.,4
Produto ainda não chegou,0
"Gostei bastante do produto. Recomendo.
",1
Está perdido nos Correios. ,2
Recomendo o vendedor a todos.,1
"Produto chegou no prazo, ótima compra..",3
N tenho uque opinar!,1
Foi muito rápido a entrega,1
Eu cancelei o pedido pela demora da entrega não sei se é do vendedor ou os Correios. Quero saber como vai ser devolvido esse valor.,4
muito bom!,1
"Fiz, em Janeiro, uma compra de um Kit 3 Pendentes Tom Dixon Acabamento em Madeira Branco, com previsão de entrega para 15/02, e hoje é 19/02 e até agora não foi entregue. Quero um posicionamento!!!",4
Encomendei o kit bolsa maternidade para meu filho (a). E o produto foi entregue antes do prazo. Além do que veio o produto que eu pedi e lindo e bem embalado. Amei comprar pelo baratheon.,1
Deram um prazo ate 21/02 e ate agora nada.,4
produto veio certinho.,1
Seriedade é a palavra que define lannister em tudo que comprei!,1
"Adorei o produto 
Entregue antes do prazo
Satisfeita com a compra
",3
Produto com defeito desejo a troca,2
"Só a cor que veio diferente, mas o material é ótimo, fofinho, ideal para transporte do notebook. Gostei bastante ",2
"Comprei 2 antenas e chegou apenas 1, embora na nota fiscal constem duas. Espero uma solução o quanto antes",0
O produto chegou intacto e dentro do previsto. Muito satisfeita com a compra.,3
Sem criticas,1
"Eu comprei 2 produtos, vocês cancelaram 1 sem me avisar",0
Entregou antes do esperado! Ótimo site!,3
Recomendo,1
"Até agora não recebi o produto, já enviei email cobrando uma atualização mas ninguem entra em contato (nem Lojas lannister, onde comprei o produto, nem o vendedor parceiro (targaryen)). ",4
Dei de presente...está td certo c o produto,1
"PRODUTO ÓTIMO, LACRADO E CHEGOU ANTES DO PRAZO.",3
Super pratico,1
"Entrega rápida, produto lindo.",1
bom,1
Recomendo a loja fui bem atendido. ,1
Gostei do produto.,1
"não receci a capa do celular, nem o celular",2
"Eu pedí um tamanho e quantidade, porém veio tudo diferente. Agora tenho que fazer a devolução e aguardar mais um tempo para receber a outra encomenda. Mais de uma semana.",0
"
Só chegou os panos de prato.",3
comprei este produto é logo em seguida fiz uma nova compra...pedido n.02-650084157...so que ainda não recebi e gostaria de desisti da compra...o que eu faço?,0
lannister e targaryen nao se comlrometeem com a entrega o correio fez diz ter feito dhas tentativas mesmo que tenha feito as duas e a terceira munca aconteceu.,4
Recebi um produto so que comprei outro produto também rastreie o código e vi que esta no correio da penha aguardando retirada isso está errado pois paguei o frete aguardo mns,0
"Produto bom, nao tenho nda a reclamar, a entrega foi antes do prazo.",3
"Recebi o produto cheio de defeitos. Já solicitei devolução do dinheiro, estou aguardando retorno",4
Nao recebi meu produto até agora,4
"Em relação à entrega ocorreu tudo certo, porém ainda preciso de alguns dias para dizer se realmente o efeito será positivo.",0
"Entrega super rápida, antes do anunciado!!!",3
"PRODUTO DE BOA QUALIDADE, E ENTREGA DENTRO DO PRAZO",3
"Estou esperando o produto, era pra chegar dia 8. Nos meus pedidos pela lannister da como o produto está em falta. E recebi um e-mail dizendo que o produto foi entregue. Espero que resolvam logo .",4
"Vou dar de presente, então ainda não sei se é saboroso. Espero que a pessoa goste.",0
"Pelo rastreamento aparece numeração irregular, mas já compro a anos com esse endereço pela lannister e nunca aconteceu isso. Agora quero saber como faço para receber o produto",4
"Ótimo produto, ótima loja.",1
"Gostei muito do produto,super recomendo....",1
nota 10,1
Produto com defeito.,1
"O produto ainda não chegou, entrei em contato com a central, mas não me souberam me responder onde meu produto estava e porque não chegou. ",4
"Bo
",1
Produto com bom material ,1
Tudo perfeito! Entrega duas semanas antes do prazo final.,3
Fui aos correios e fui informado que o produto estava ainda em outra cidade estou esperando pela entrega que já passou do prazo e estou precisando com urgência da ecomenda compras a e paga,0
Recebi dentro do prazo,3
Comprei dois Kits porém apenas um veio completo. O outro kit veio apenas a tinta preta,2
Ótimo atendimento,1
Não recebi e não quero esse produto.,0
Produdo chegou antes do previsto. Nota 10.,3
"Nota mil no prazo de entrega, porém nota 01 na qualidade das tintas.",1
"Produto parece ser bom, não usei ainda",2
Td certo! Apesar dos problemas dos correios...,2
"A loja é maravilhora, sem nenhuma reclamação. Mas esse produto deixou a desejar, muito fraco material e acabamentos, não recomendo o produto!!!",2
"Bom
",1
"Comprei pensando que ia vir conforme a foto, vel branco e a parte baixo bege, porém veio tudo bege.",2
"Produto com prazo largo de entrega e ainda assim dois dias após o prazo previsto, não entregaram e nem há informação sobre onde este se encontra, conforme informação do rastreamento.",4
Recomendo ,1
Recebi o produto como anunciado pelas fotos e antes do prazo da entrega. Recomendo.,1
"Otima qualidade e entrega antes do esperado, recomendo!!!",3
Excelente serviço!,1
"ÓTIMO, RECOMENDO",1
Estou satisfeito com a compra. A empresa é séria e respeita o consumidor.,0
"Bandeja não é estável. É presa apenas por um único eixo central, que gira com um mínimo de esforço. Elementos de fixação de plástico. Parafusos e porcas de difícil aperto. Falta manual. Mal embalado.",2
A entrega foi rápida e o produto veio da forma correta. ,1
eu adorei... e é uma gracinha... estava doida p chegar..é um produto de otima qualidade,1
"Como sempre a eficácia , da entrega não tem o que disseram .
Então estão de parabéns ...",0
O produto chegou super rápido! Antes do que esperava! Tudo certinho com um brinde! Recomendo mto! ,3
"A entrega atrasou, mas penso que foi por culpa dos Correios... Não sei....",0
"Ainda não abri para conferir pois irei dar de presente, mas acredito que esteja correto. Chegou bem antes do prazo. Super recomendo..",0
Olha recebi no prazo certo veio tudo perfeito gostei muito e recomendo está loja sim parabéns e obrigado ,1
Poderia ter chegado mais rápido.,2
Apesar do atraso...Recomendo,1
"Nao fui informada da tentativa de entrega, meu produto retornou ao remetente e a lannister.com não tinha noção do acontecido. Busquei informações nos correios!!!",4
Parabéns foi entregue antes da data prevista,3
"comprei um produto, chegou tudo amassado, destruido, estou decepcionado com as lannister nao imaginava tanto desprezo com o cliente.",2
amo lannister ,0
"Me manda um relógio Oakley tank falso,tentei entrar em contato com a empresa e não obtive sucesso. ",4
Excelente amei ,1
comprei um capacete Taurus zareef v3 branco número 58 porém me mandaram um kit de pistão para cg 150 erro grosseiro por parte da loja espero que resolvam logo esse problema pois o capacete é presente ,0
"gosto muito de comprar nas lojas lannister, mas ainda n recebi o produto acima, aguardo um retorno grata",4
"Pincéis perfeitos, superaram minhas expectativas.",1
"Ótima compra,foi rápida e no dia da entrega correta. Parabéns!",3
rapidez na entrega...ótimo,1
"FOI MUITO BOM COMPRA COM VCS,FIQUEI MUITO SATISFEITO COM AGILIDADE DA ENTREGA E ATENDIMENTO OBRIGADO.",1
Eu não recebi o peoduto,0
Excelente atendimento e respeito ao prazo.,1
"Péssimo, pois pedi um produto, ja paguei, dizia que ia chegar ate dia 24.11.2017, e não chegou o produto, ainda por cima, disse que esta indisponível.",4
Produto não entregue apesar do status estar o contrário. ,1
"O PRODUTO AINDA NÃO FOI ENTREGUE,SEGUNDO A NOTA,NÃO TEM O PRODUTO DISPONÍVEL PRA ENTREGA.
DEVERIAM PRESTAR MAIS ATENÇÃO QUANDO OFERECEM O PRODUTO PRA VENDA.ESTOU MUITOOO DESCONTENTE",0
Recebi o produto errado. Não aceitaram a troca pelo produto correto. Comprei na lannister. A responsabilidade é de vocês. Quero meu dinheiro de volta de imediato.,0
