comment,cluster
"Mto bom, parabéns",0
"Realizei a compra de duas unidades dessa luminária pendente, recebi somente uma unidade, na entrega recebi a nota fiscal com a quantidade de duas.",3
Ainda nao recebi o produto mas o rastreamento dos correios consta que o mesmo já está aqui e BH. Continuo aguardando,1
Recomendo e se precisar voltarei à comprar.,3
Só problema é que não avisa que é preciso ter um cartucho ,3
"Estão de parabéns,entrega super agil.",0
"A mercadoria chegou errada, trocaram meu pedido e ainda não recebi . Muito ruim essa empresa de entregas a targaryen. Não aguarda vc ir receber não entra em condomínio não deixa vc verificar o produto. ",1
produto muito bom,0
"Produto chegou antes do prazo,material bom",2
"A imagem da pintura é perfeita, igualzinha do anúncio. Porém, achei o material pouco resistente e não tem acabamento nas bordas das peças. Mas é lindo!",4
O produto não é nada bom fiquei muito insatisfeita. ,3
" CONTROLE AQUARIOS DEVERIA LIGAR TODOS OS CONVERSORES AQUARIO, MAS, TENHO 2 TIPOS AQUI E NÃO FUNCIONOU EM NENHUM. PARA EVITAR TRANSTORNOS COMPREI UM CONVERSOR AQUARIO DTV 8000 NO baratheon E LIGOU.",3
"Tive que ir aos correios para retirar meu produto, sendo que paguei o frete de R$ 7,52, os quais requeiro o seu reembolso, como medida da mais lídima justiça!",4
"Rapido, simples e pratico... Recomendadíssimo!",0
"1 mês que comprei o produto e até agora não recebi, ninguém dá uma posição do do que você pode fazer. Quando receber eu classifico novamente. ",1
Infelizmente o produto enviado (Braçadeira Armband ) veio com defeito de fabrica. Também venho relatar que o material do produto e de péssima qualidade (parece produto de feira (xing ling)) totalme,4
Comprei na quinta final da tarde e chegou no sábado pela manhã! Produto melhor do que nas fotos,0
"Comprei , paguei e não recebi nada",3
Produto de qualidade.,0
"Excelente produto, capa de proteção com ótimo acabamento, com detalhes na parte traseira que fazem toda diferença, material flexível que dá muita sensação de segurança, com entrega antes do prazo. ",0
Não atendeu ao prazo limite de entrega.,2
produto entregue antes do tempo indicado.,2
"Não recebi o produto ainda, pelo prazo não recomendo.",3
O produto é o esperado e o fornecedor cumpriu o combinado.,0
Ainda estou aguardando ,3
"Material bom, ótimo produto. Recomendo.",0
"entrega rápida, o produto parece excelente( eu ainda não usei) mas atendeu minhas expectativas.",0
"Gostei do produto , de boa qualidade...",0
Tudo muito bom! Adorei.,0
"Muito atraso na entrega de um produto simples e pequeno. Até hoje não recebi nem o produto, nem uma satisfação sobre o assunto.",3
Ok,0
"Produto veio com avarias no pé. Ligamos para o fabricante que disse que não era problema deles e sim da baratheon e desligou o telefone na minha cara.
Tentamos troca pela baratheon e sempre dava erro.",3
"O produto veio diferente do pedido original,comprei um modelo e me enviaram outro,não fiquei satisfeita com a compra.Já fiz a reclamação com a lojas lannister.",3
Produto entregue diferente da compra,4
Paguei pelo produto e não recebi. ,3
"A lannister me pergunta insistentemente se recebi, não, não recebi nada ainda. Devo aguardar? Preciso de um posicionamento da lannister.",3
"Recebi o produto exatamente da forma da descrição, não levou nem 10 dias para chegar, material muito bom. Satisfeita",0
"Ótimo produto, envio rápido e recebimento antes do previsto. Estou muito satisfeito ",2
Boa,0
Muito boa entrega ,0
"Ótimo produto, entregue dentro do prazo.",2
Ótimo!,0
"É um kit bom de qualidade, no entanto o pincel de esfumar é muito magrinho.",0
ENTREGOU BEM ANTES DO PRAZO,2
otima,0
Produto em perfeito estado! Conforme o anuncio!,0
"Recebi um email dizendo que eu não receberia o produto.. Quatro dias depois, a iogurteria chegou... Não entendi, mas fiquei contente.",1
Chegou antes do prazo. Super rápido ,2
Agradeço por ter recibo antes do prazo.,0
Bom,0
O suporte para cartão de memoria não funcionou. não encaixa o cartão de memoria.,3
Tenho a loja baratheon como a minha preferencia e recomendo.,0
"Mesmo a máquina ter vindo errada, já se prontificaram e estão me dando assistência para vim a máquina correta.",4
"Na foto parecia cinza, porém eu queria preta mas comprei mesmo assim por que o valor estava ótimo. Chegou preta como eu gostaria. Amei!!!",4
"Muito bom!
",0
Ainda nao recebi o produto e nao tive email ou contato algum para aviso de novo prazo,1
Comprei dois controles universais para Ar condicionado e infelizmente recebi controles para TV 3D Samsung.,4
"Sou cliente satisfeito, nunca tive problemas com essa loja; lannister parabéns a toda a equipe...",3
Recomendo,0
Excelente,0
Produto conforme esperado.,0
amei vou comprar um pra minha prima,4
"Ótima compra, o produto chegou no prazo e em bom estado.",2
Muito bom ,0
otimo,0
"Excelente produto , fácil montagem. Prático e bonito. ",0
Gostei muito.,0
"Botei meu dinheiro fora comprei um papael de parede e o produto é muito ruim, não cola e olha que no anuncio avisa que a parede não precisa ter massa corrida entoa comprei rasguei dinheirooooo.",3
"Chegou antes do prazo, super rápido.",2
comprei um relogio de 730e paguei 25 de frete e a loja envia PELO CORREIO E AINDA VIA PAC.,4
"Muito bom o atendimento e o prazo de entrega, melhor que a caloteira Américanas,com",0
Produto de excelente qualidade.,0
O prazo de entrega surpreendeu,2
Recebi o produto conforme descrito no anuncio. Tudo em ordem.,0
"gostei do produto, gostei como ele chegou, por ser frágil, veio muito embalado",0
"Entrega perfeita, produto maravilhoso, estão de parabéns, SUPER INDICO.",0
"Vendedor rápido e atencioso, recomendo a todos",0
"Gostei do produto e da rapidez ao ser entregue, mais não fiquei satisfeita pela embalagem que veio achei muito fuleira pois a caixa do casio veio toda amassada e de péssima qualidade.
",4
"01 kit foi entregue. Falta o outro.
A tinta preta do kit não funciona. Gostaria de trocá-la. Obrigado.",4
Foram pedidos 2 unidades e recebemos só 1,3
recebi ,3
Produto vazando. ,0
CONTINUO AGUARDANDO A ENTREGA DO PRODUTO,3
Só tem um problema. Ela está marcando errado,4
Rápido no envio,0
Fiquei satisfeita com a compra. O produto chegou no prazo e era exatamente o que eu pedi.,0
Chegou antes do dia previsto. Chegou tudo certo.,2
"O produto chegou no prazo e é como descrito porem na parte de tras do produto ficou desnivelado, faltou acabamento.",0
produto entregue no prazo e igual ao anuncio! recomendo! top!!!!,0
Achei q pelo preço viria o edredom,4
Gostaria de fazer a devolução do produto. Já entrei no site solicitando o cancelamento mas já se passaram 48 horas e ainda não obtive resposta de como devo proceder.,1
confio no baratheon ,0
"produto chegou correto , recomendo",2
O produto chegou bem antes do prazo e era exatamente o anunciado.,2
Valew nota 1000,0
Sem problemas.,3
A loja não informa que o produto e chinês...e infelizmente os Correios não ajudou tive que retirar o produto na cee...deveriam mudar o meio de entrega paguei pela entrega e tive que retirar na cee.,4
SUCESSO :D,0
Muita demora na entrega pelos Correios. ,0
OTIMO,0
Ótimo atendimento!,0
"Está constando que a mercadoria foi entrega, porém não recebi nada ...",3
"Apesar da barra não ser muito grande como a outra arara que tenho, o produto é muito bom, aguenta bastante peso, é fácil de montar e atendeu as minhas necessidades",4
"Entrega e produto conformes. No entanto, a tesoura é muito pesada e estou solicitando devolução para compra de uma menor e mais leve.",4
estou satisfeita ,0
"Até agora estou satisfeito, parece bom, recomendo!",0
"Entrega feita corretamente , o produto veio conforme anunciado , já comprei varias vezes no baratheon , estão de parabéns...",0
Muito bom !,0
Satisfeito com o prazo de entrega.,2
A pulseira do relógio veio com duas manchas. ,4
"Faltou o kit do teflon que foi cobrado $10,00 a mais.",4
Otimo Produto estou satisfeito,0
"Até agora não recebi, tem coisas que chega atrasada. Outras chegam no prazo certo. As toalhas estão atrasada.",3
"sempre compro com voces,porem dessa vez o produto que comprei deu problema no prazo de entrega",3
"Chegou antes do prazo, muito bom!",2
Produto veio torto,0
Péssimo,0
"Apesar da demora de entrega para minha região, é muito seguro comprar neste site.",0
"adorei, recomendo o produto",0
Recebi o produto com a cor errada. No anúncio dizia que a cortina era lilás com palha e veio lilás com branco.,4
"Entrega bem antes do prazo. Produto de acordo às especificações.
",2
Entrega no prazo e produto conforme solicitado ,0
Entrega feita no limite do prazo. Sem necessidade.,2
"nas fotos a bateria parece bem maior, mas quando recebi me decepcionei com o tamanho",4
Zero não entregaram e não dão satisfação! Vou devolver,3
"Excelente produto, somente o frete q/ foi muito salgado. Porém o produto, é de qualidade!...",4
"Bom dia!
Paguei por DUAS toalhas e so recebi UMA toalha.
A loja vai me devolver o dinheiro?
Aguardo retorno urgente",1
Produto bom facil de colocar.,4
Tudo conforme descrito ,0
Não recebi ainda o produto,3
Produto nao é original.,0
Chegou bem antes do prazo. Ótimo vendedor.,2
é o meu queridinho para um dia de bom humor e treino fácl,0
AMEI O PRODUTO,0
"A entrega, apesar de estar dentro do prazo, demorou muito. Pra quem está acostumado com a agilidade da lannister, esse parceiro deixou a desejar. E olha que estão na mesma cidade que eu!",4
Recebi o produto antes do que esperava. Vcs são incríveis! ,0
"nada a reclamar, recebi o produto bem embalado e em perfeito estado.",2
Ótimo o prazo de entrega ,2
Tudo ok,0
Tapete maravilhoso,0
Tudo 10 muito obrigado ,0
"Produto entregue antes do prazo, super recomendo.",2
👏🏾👏🏾👏🏾👏🏾,0
Entrega rápida e produto dentro do esperado. Recomendado.,0
Chegou bem antes do prazo informado!,2
Ok cem por cento,0
"O ar que sai da escova não é muito forte igual ao secador, mas ela cumpre bem o seu papel, alisa e seca o cabelo. ",0
"Pontualidade, e recomendo e recomendo está loja",0
Achei que fosse cartucho original e não era. ,4
"Produto de boa qualidade.
",0
"Comprei dois e só veio um. O material é ruim, tranparente e amarrota demais. ",4
Estou satisfeito com o produto. Chegou antes do prazo e em perfeito estado. ,2
"O produto na parte de cima pareceu bom, mas a parte de baixo, de borracha sai um cheiro extremamente forte. Não consegui usar no carro, fiquei sufocado. Quimica da borracha é muito forte.",4
Muito boa a entrega rapida,0
nao recebi o produto e tambem nao consigo saber nada a respeito do mesmo,1
"Comprei um cartão Micro SD XC I Classe 10 e recebi um microSHC UHS-I Card, que é inferior. A imagem utilizada no anúncio ou é p/ enganar o cliente, ou o produto errado foi enviado de forma proposital",4
Ótimo produto é boa qualidade.... indico para todos comprar hein,0
Recomendo ,0
Muito bom custo benefício ,0
"Demorou de entregar geralmente chega bem antes do prazo teve algo que atrapalhou a entrega!
",2
Produto de excelente qualidade ,0
"Ja recebi os outros produtos, que comprei junto com esse. mas esse ainda nao chegou.",3
Adorei o produto muito bem embalado e foi entregue antes do prazo,2
obrigado mais uma vez lojas lannister,3
muita demora comprei a fruteira e maos de um mes pra entrega insatisfeira . Meu pinceis comprei estava na data pra entrega e nao entregaram passou a data e ate agora nada ,3
"Comprei um conjunto de mesa para ser de altura diferente, mas acabaram
Mandando os pés das duas mesas com o mesmo tamanho.",4
"O produto chegou antes do prazo esperado.
Estou muito satisfeita ",2
Menor preço e entrega super rápida.,0
"Eu sou cliente das lannister, e sempre fui bem atendido, o produto sempre chega em perfeitas condições, e antes do prazo, recomendo.",2
No primeiro frasco que abrir venho com 30 unidades. E não 60 como descrito no anuncio e na embalagem. Sendo assim desconfio muito da originalidade.,4
Recomendo a loja.,0
Recebi duas cartas pelo correio avisando que o produto seria entregue e até o momento nada foi entregue.,1
"Falta de organizaçao, o produto veio incompleto",4
aguardando o produto desde dia 13,3
"GOSTEI MUITO DO PRODUTO COMPRADO . BONITO E LEVE PARA ESSA ONDA DE CALOR. 
SÓ NÃO GOSTEI PORQUE COMPREI 2 COLCHAS E ME FOI COBRADO O VALOR DE 2 FRETES. ACHEI SEM NECESSIDADE E INJUSTO",4
"Gostei muito 
Só achei muito baixo ",4
Chegou no prazo e é bom o protuto ,2
Não posso opinar não usei ainda!,3
Recomendo.,0
"Aparentemente o produto parece ser muito bom. Não abri ainda, pois é para presente.",3
Goso muito de comprar nas Américas nota dez.,3
"Já estou usando a dois dias por enquanto está eficiente,espero que continue assim",3
"Ótimo vendedor, superou as expectativas... Produto excelente",0
"recebi o produto no dia 09 de maio diferente do que tinha pedido e fiz o pedido de cancelamento no dia 11 de maio e até o momento não obtive retorno algum, alias não sei mais o que faço, só PROCON
",1
não fui avisado de nada !!,3
"Entrega antes do prazo, produto de acordo com a imagem no site!",0
recomendo a todos,0
"Imediatamente após eu efetuar o pagamento, recebi um email avisando que o produto não estava disponivel. Entrei em contato com o baratheon 02 vezes, mas não querem devolver meu dinheiro. ",1
Infelizmente nao foi entregue os pendulos..... ,3
Ainda não recebi o produto...,3
Bom,0
"Recebi o produto antes do prazo e chegou corretamente, bem embalado e em perfeito estado. ",2
NÃO SEI QUAL O MOTIVO DA DIFICULDADE DA ENTREGA MEUS PAIS SÃO APOSENTADOS ESTÃO SEMPRE EM CASA E ATÉ AGORA NÃO CHEGOU MINHA MERCADORIA,3
"O produto veio embalado apenas por um frágil envelope, o que ocasionou o fato da caixa do cartucho ficar totalmente destruída.",4
Estou aguardando.,3
Muito bom,0
Vocês me enviaram faltando 3 cortinas. E agora?,3
"Os produtos vieram todos iguais.Paguei três preços diferentes.Um deles veio sem o plástico em uma caixa de papelão escrita por fora ""lava-louça"", as cores foram diferentes e o material bem inferior.",4
Tive que buscar no correio maior peso 5 cadeiras e carregar pra casa ,4
Foi muito rápido e eficiente .... obrigado,0
Excelente...Recebi antes do prazo!,2
Produto entregue antes do prazo. Fiquei satisfeito e recomendo a loja. ,2
Obrigada por me manter informada o tempo todo sobre a entrega. ,3
o produto ainda não chegou no destino recomendado.,3
Produto excelente,0
Entrega bem antes do prazo extipulado,2
Recomendo,0
"Loja lannister sempre surpreendendo com as entregas, super rápida parabéns pelo comprometimento com nós clientes.",0
tudo conforme o combinado. Obrigada,0
produto bom minha filha amou,0
Entregou antes do prazo. Muito bonita a cortina. ,0
Pedido veio incompleto falta no jogo de tapete,4
Foi inacreditável qdo fui atender ao chamado do correio. Tínhamos um prazo de até 20/08 para o recebimento. Chegou em 3 dias. Parabéns!,0
a loja cumpre o prazo. o produto serviu pra o que foi adquirido.,0
Muito bom,0
Estão de parabéns ótimo produto chegou antes do prazo,2
"Aguardando o produto chegar ainda, tem 1 mês que foi feito o pedido. 
",3
"Bom produto, frete caro.",4
Tive problemas com a entrega. E ainda não mandaram todos os produtos!,3
"Não me deram nenhuma satisfação,no rastreamento parou em São Gonçalo e não foi mais adiante.
",1
Sou cliente. Recomendo.,0
Bom dia. recebi o produto no prazo. Porem fora da validade. produto vencido. Decepcionado com vocês. O lápis pinta cara vencido pode ocasionar alergia no rosto da minha filha. O que vocês irão fazer?,4
Adorei ,0
A entrega ocorreu no prazo estipulado.,2
Muito bom ,0
Produto excelente e entrega super rápida. ,0
"O filtro foi entregue perfeitamente, mas uma das velas que o acompanham veio com defeito.",0
muito bom comprar na stark,3
"Entrega rápida
Tudo perfeito
Nota 10 👍",0
"Não recebi o produto que comprei, fiquei decepcionada e meu neto também.
Não consegui nem rastrear.
Uma pena!",3
ok,0
"Recebi o produto dentro do prazo, porém não entregaram em minha residência, tive que retirar no Correios.",3
"Chegou antes do prazo, certinho.Eu recomendo!!",2
"Sem problemas,tudo certo
",0
"Material muito ruim, não recomendo! ",4
Comprei dois produtos e já estão com atraso.,3
"É bonito, mas o material é bem frágil. Não recomendo.",0
"Gostaria de cancelar a compra, me deram o prazo de 15 dias para entrega, comprei em 08/12, entendi o final de ano e aceitei que seria entregue dia 05/01, mas até agora nada. Muito instatisfeita.",1
O produto veio errado ,4
"Produto com detalhes no inox, arranhado, solda mal feita e sinais de ferrigem",4
"Aparentemente bom produto, só terei a certeza depois de lava louças.",0
"Olá, infelizmente o produto não veio conforme o anúncio.
Se tratava de um capacho, mas o que chegou é praticamente uma borracha, não tem utilidade de um tapete. 

Gostaria de realizar a devolução",3
Recomendo a todos produto ótimo chegou antes do prazo ,2
Fiquei muito satisfeita.,0
Trabalho de excelência; pois recebi os produtos bem antes do prazo.Obrigada pela agilidade!!,0
Houve um atraso na entrega......deveria ter recebido ate o dia 13/11/2017 e recebi no dia 18/11/2017,3
"o couro eh sintético e de péssima qualidade. o pingente tem aspecto de lojinhas de 1,99. a medida sugerida não serviu no braço. joguei no lixo logo que chegou.",4
"Tudo normal, produto entregue dentro do prazo",2
"Recebi o produto certo sem problemas dentro do prazo.
Obrigado",2
"Recebido em ordem, bem embalado e no prazo.
Gostei muito!",2
"O perfume é perfeito... 100%
Só que a entrega demorou um pouco, geralmente as compras que faço pelo Américas chegam muito rápido... Bem antes do prazo mínimo... ",0
"Foi a primeira vez que comprei no site da lannister, e fiquei muito satisfeito, a entrega foi dentro do prazo, recomendo",3
Gostei muito do produto. Para uso doméstico vale a pena,4
"Além de não possuírem o produto em estoque, e só foram avisar depois da compra efetuada (Sistema falho) ainda não enviaram o reembolso para a operadora do cartão.",1
Muito bom. ,0
"Apesar do atraso da greve dos correios, meu produto foi entregue bem antes do prazo.
Satisfeita com minha compra e qualidade do produto.
",0
Entregue no prazo é de ótima qualidade.,2
Não chegou estou esperando ,0
"O produto recebido era falso. Nao veio na embalagem razer, veio numa sacola que estava rasgada. E é falso. O contato usb esta todo arranhado, o programa razer nao reconhece o dispositivo . ",3
Gostei muito da entrega rápida ,0
"Gostei bastante do mouse, é bonito de modo geral e bem leve. Porém, achei o material bem fuleiro, aparenta quebrar facilmente, mas funciona bem. ",4
"Gostaria de saber quando chega minha encom
",3
Veio Rápido e atendeu minha necessidade,0
Comprei 03 unidades de cortina rolo e foi entregue apena 02 unidades. Já entrei em contato com a loja e ainda não obtive resposta,1
"Produto acusou que não era original, porem por enquanto esta funcionando perfeitamente.",0
"Pessimo vendedor, foi entregue parte do Pedido, e os que vieram são errados, comprei 60XL color veio 60XL Preto",4
"onde eu moro os Correios sempre fala que zona de risco,isso atrapalha muito a entrega de qq produto. 
o prazo era pro dia 27/12,se não fosse por isso tinha chegado bem antes.",3
Produto chegou antes do prazo informado. ,2
"Olha comprei 3 produtos de cabelo 
E so chegou 2. Interesante q paguei todos juntos
Deveria ser embalados e enviados juntos .
Pq me fizerao isso. Sempre compro com vcs.
Onde esta minha outra comp",4
"Não gostei. O material não é tão bom. A cor dos desenhos está fraca, não como demonstrado na foto.",4
fiquei muito satisfeita porque o produto chegou antes da data prevista e veio o que eu solicitei. Obrigada,3
Bom,0
Precisa melhorar a embalagem.,0
"Funciona como casinha para o meu coelho, mas é muito simples, sem acabamentos bem feitos. Parece feita de qualquer jeito, com os grampos e os parafusos por fora. Não traz instruções para montagem",4
"Alegaram não ter o produto para entrega,acho que deveriam ver antes de colocar na venda de tem ou não o produto",4
Muito bom recebi meu produto muito antes do prazo previsto é tudo certo obrigada.,2
"Muito boa , entregue dentro do.prazo!",2
chegou no prazo,2
"Chegou bem e antes do prazo...gostei muito, super indico...e parabenizo as Américanas pois acompanha tudo até o final da entrega... parabéns..",2
"As medidas não correspondem às descritas na informação do produto. Tendo 2cm a menos na largura e comprimento. 
 Quanto aos puleiros externo não tem um encaixe adequado dificultando a fixação. ",4
Satisfeito 100%; recebi bem antes do prazo estimado; só falta testá-lo (não acompanha o cartucho de tinta),0
"Muito TOP o produto. Lampadas de ótima qualidade, que iluminam muito bem e consomem quase nada.",3
"A entrega do suporte foi ótima, muito rápida, pena que a TV ainda não foi entregue e eu não tenho o que fazer com o suporte sem a TV. Espero que nas próximas compras entreguem tudo junto",3
"mo produto é bom, mas tem que ser melancia pequena, grande ele não tem capacidade para cortar.",4
nao recebi o produto,3
"Estou muito satisfeito gostei do produto recomendo a lojas americanos 
Vou continuar acompra com você 
",0
"Produto chegou em ótimo estado,o envio foi bem antes do previsto.Recomendo.",2
Não gostei dos objetos e quero devolvê-los. Achei o material muito frágil e até veio com um pequeno furo no courino.,4
Somente o toner amarelo chegou até o momento.,3
Entregou antes do esperado 🤗😍,2
fornecedor correto e produto excelente ,0
Só a cor que não curti aparece amarelo e veio verde resto perfeito,4
"Recebi parte da compra o jogo de lençol.
Comprei um jogo americano junto , na mesma compra E NÃO RECEBI.
AGUARDO PROVIDENCIAS.",4
muito bom atendimento e prazo de entrega,2
"comprei, já paguei e ainda nã recebi",3
"Gostei do produto, entrega antes do previsto, parabéns.",2
"Pronta entrega, antes do prazo",2
Melhor empresa,0
"Agilidade e compromisso com o cliente.
Recomendo de olhos fechados.
Parabéns!",0
Nada de produto!!,3
tudo ok,0
Chegou no prazo estipulado. Porém veio faltando umas peças pequenas que dá o Acabamento. A cadeira o material percebo näo ser muito resistente.,4
Muito satisfeita! Excelente produto!,0
O produto chegou cheio de amassados. Sequer fica estável. Uma pena. ,0
Tudo ok,0
"Linda , amei",0
Uahlll! Recebi minha compra 30 dias antes do prazo definido! Adorei comprar da targaryen! ,3
O produto veio como o combinado e no prazo certo,0
ATENDEU AO PROPÓSITO,0
Otimo,0
Eu recomendo. ,0
"Entrega muito rápida, recomendo!!!",0
"Os Produtos foram faturados em lojas diferentes, em resumo: 1 não chegou e o outro que chegou veio na cor errada.
Meu conselho e peçam para enviar as mercadorias corretamente.",4
Produto foi entregue antes do prazo.,2
"O produto é exatamente como o apresentado. Pelo preço, é o melhor custo/benefício. Sem conta a entrega, que foi uma das mais rápidas que já tive na internet.",0
"Mais uma vez muito feliz por comprado aqui ,entrega super rapido..",0
Excelente,0
Facilidade em manusear o aparelho.,0
"produto de boa qualidade;somente dois fatores contra.1 o suporte para a base do bolo fica solto,corre o risco do bolo cair.2 alguns cortes de encaixe são finos demais,quase quebrei ao montar.",4
Aguardo o meu sofá que comprei antes para entrega para dia 16 até o momento n recebi n consegui fazer o cancelamento nenhuma satisfação acho uma falta de respeito ao cliente se não tem não engana ,1
"Bom dia a dias que espero uma resposta da lannister e da targaryen sobre o reenvio da minha entrega e nada ainda.Qualquer coisa podem me ligar 71-99135-5551 Carlos , CEP:43825100 número:74",1
"adorei comprar nesta loja e vou comprar mais vezes
",3
Produto dentro do anunciado. Obrigada!,0
"Perfume de um aroma muito agradável, ideal para os dias e noites quentes de verão.",3
"Somente algumas panelas um pouco amassadas, mas tirando isso super recomendo, as panelas são ótimas.",4
"Produto muito bom, dentro do prometido!",0
"O prazo de entrega é excelente agora o produto é péssimo veio rasgado o meu pedido fiquei completamente insatisfeita.
",3
Pedido atendido corretamente.grata.,0
Produto excelente. ,0
Um amigo já tinha indicado a targaryen para compra de arduínos. Então fiz a compra já esperando um bom atendimento. O produto chegou rápido e muito bem embalado.,3
Produto chegou dentro do prazo e veio corretamente o que eu pedi.,2
"Comprei um perfume Bleu de Chanel , paguei e não recebi . ",3
"Chegou dentro do prazo de entrega e eu adorei o produto.
",2
"O produto chegou no prazo até antes isso foi muito bom, porém o mesmo veio com alguns defeitos na pintura e faltando alguns parafusos. Mais esta ok.",0
S,0
O prazo para entrega era até dia 27 de março. Chegou dia 5 de Março. Tudo correto. Relógio muito bonito. Parabéns.,0
Super recomendo,0
"Prazo ruim, sem retorno.",3
boa,0
"Não posso dizer que gostei dessa loja ou que recomendaria ela pra um amigo, sendo que o meu pedido não chegou no prazo e nem uma explicação recebi. CONTINUO ESPERANDO O MEU PEDIDO . ESPERO RECEBER.",3
Ótimo produto e entrega super rápida,0
loja confiável,0
Estou aguardando o contato da empresa para resolver o problema da entrega faltando produto.,1
"A cortina é muito bonita,perfeitas condições,chegou certinho conforme descrito.
A cortina nem parece tafetá,lembra um cetim,ficou muito bonita no quarto da minha filha,escureceu bem pois atras do taf",0
gostei muito,0
Produto muito bom e entrega perfeita antes do prazo.,2
"Sem surpresas, tudo foi entregue dentro do prazo e como encomendado. Faltou um ítem que faltou no estoque mas esta dentro do prazo.",0
"Os produtos foram entregues em dias diferentes, o que gerou reclamação na entrega do primeiro pacote.",3
Chegou rápido,0
Não me entregaram os produtos ,3
Entrega é produto certo.ok,0
Escorredor lindo!!! A entrega foi feita antes do prazo!!!,2
Produto entregue certo é na data prevista,2
Aguardando retorno da loja,3
meu produto não chegou m minha residencia. Mas até agora não chegou.,3
produto excelente !!,0
"Comprei e pageui por duas unidades do kit de fazer pastel, porém so recebi um, enviei reclamação para a loja e não obtive resposta, e agora? Fiquei no prejuizo?
",1
Produto de fácil instalação. Chegou em 3 dias.,0
Chegou antes do tempo,2
Otimo produto para quem cozinha e precisa controlar a temperatura do forno.,0
"Minha opinião é essa por causa da demora 

E ate aqui não chegou meu produto ,já passou do prazo . quero meu produto ",3
"Bom dia. Comprei o produto com previsão de entrega para o dia 17/08 e até hoje não recebi. 
Att.
Milton ",1
Os produtos chegaram dentro do prazo mas a mesa veio com defeito. Imaginei um produto mais forte. Estou aguardando contado da lannister e fornecedor.,3
"Gostaria de saber o que houve, pois até agora não chegou meu produto!!!",3
Entrega muito eficiente ,0
Recebi no antes do prazo combinado. ,2
"Entrega no prazo, o produto é bom, porem a embalagem durante o tranposte foi toda amassada com avarias... melhorar o serviço de entrega.",0
Otimo!,0
adorei o producto recomendo,0
Bom ,0
"Demorou a chegar, mas o produto veio em perfeitas condições e é lindo.",0
Chegou bem antes. Estão de parabéns!!!,2
"Excelente
",0
Excelente produto! Lindo jogo de lençol de casal! Produto entregue dentro do prazo previsto! Muito satisfeita!,2
Por favor envie o outro jogo de tapete de sapinho ,4
"Produto chegou dentro do prazo, porem, nao foi a marca que comprei, e ao utilizar essa outra marca, o produto derreteu o plastico, se deformou, quase causando um acidente eletrico. ",3
"Compra, produto e entrega ok. Recomendo!",0
"Não compre com esta empresa targaryen que faz a entrega. Eles enviam pelo correio e como o correio está uma merda, o produto não chega nunca. ",3
Tudo certinho,0
BOM,0
"o produto veio no prazo certo,tudo ok, apenas uma reclamação o controlo só funciona bem de perto do receptor,se estiver mais de 2 metros do receptor já não funciona,troquei as pilhas e continuou igual",4
boa,0
Sempre correto,0
"Produto veio com defeito, não abre e fecha, esta travado.",4
"O produto foi produzido a muito tempo atrás, sobrando pouco tempo de validade quando ele foi entregue.",0
"Ainda não recebi o produto, acredito que o prazo dos correis foi muito longo.",3
"Jarra ótima para servir visitas com água, refrigerante...amei",0
Não entregou e não entrou em contato,1
E BONITO!,0
Sempre compro e recomendooo,0
"olhando no site parece ser preto e branco, porém quando recebi percebi que as cores eram cinza e preto.",4
tudo 100%,0
"Depois de quase um mês tendo pago a mercadoria, recebo um e-mail da lannister dizendo que a targaryen não tem esse produto disponível. empresa ainda não se posicionou nem fez contato para resolver. ",1
Excelente!,0
Produto de ótima qualidade,0
Produto de ótima qualidade e recomendo a todos.,0
muito bom. Parabens,0
"Recebi o produto conforme a descrição e no prazo previsto. Veio bem embalado, tudo certo.",0
"Parabéns lannister , entrega no prazo e produto lacrado ..Recomendo!! Uma ótima loja online !",2
"Envio e entrega rápida do produto, recomendo.",0
Super recomendo essa loja! Recebi bem antes do prazo informado e o produto é exatamente o que eu esperava! ,2
"Entrega feita bem antes do prazo final. O frete entretanto poderia ser menor, como pesquisei, se utilizassem uma modalidade de postagem diferente.",4
Comprei preto e veio Prata. Já fiz a reclamação e estou aguardando contato da empresa targaryen.,1
Recebi antes do prazo. Agradavelmente surpreso. Super-recomendo.,2
"Produto conforme especificado, entrega dentro do prazo.",2
"Produto entregue perfeito, rápido e super confiável.",0
Lindo produto! Recomendo. ,0
"bom, estou usando e como o cesto ainda não se desmontou então está bom",3
"Produto bom, entrega excelente, lojas lannister, sempre dando show, no quesito prazo de entrega...",2
"comprei três jogos de cama, e só foram entregues dois, tentei entrar em contato porém o atendimento eletrônico não permite,pediu p aguardar uma resposta no e-mail e o mesmo nunca foi respondido",1
"Comprei 2 produtos, só chegou 1. Eu acho que deveria dar como entregue quando chegar os dois. Certo. O suplemento Dhea 50ml chegou, mais a creatina Black skull 300g ainda não chegou.",3
Excelente,0
Adorei produtos entregue antes do praso muito bom,2
Ainda não recebi meu produto ,3
Entrega ante do prazo e produto correto.,2
"Gostei bastante do produto, e a entrega foi excelente obg",0
Entrega rápida.,0
Produto de qualidade muito boa.,0
"Obg
Deus abençoe.",0
"A única coisa errada foi dizer que o Manual viria em Português, e ele veio em Inglês e estou com dificuldade de manusear o aparelho devido a isso. Peço que me envie um MANUAL EM PORTUGUÊS. ",4
Recebi o produto corretamente e antes do prazo estimado.,2
